State,Year,Month,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI
Virginia,2011,7,0.045173451612903225,0.05938709677419354,10.053763440860216,72.82795698924731,0.30480288172043013,0.36451612903225805,3.978494623655914,4.096774193548387,0.7225921720430107,5.317204301075269,11.182795698924732,6.967741935483871,7.655408967741936,16.689247311827955,11.473118279569892,15.333333333333334
Virginia,2011,8,0.03790013483146067,0.04970786516853933,10.01123595505618,50.640449438202246,0.35517430337078654,0.43595505617977526,5.550561797752809,4.876404494382022,0.6099554831460674,5.012359550561798,8.50561797752809,6.51685393258427,7.4979426404494385,17.456179775280898,11.741573033707866,15.98876404494382
Virginia,2011,9,0.024295529411764705,0.034541176470588235,10.094117647058823,32.38823529411765,0.2858073411764706,0.35647058823529415,5.035294117647059,4.129411764705883,0.17478125882352943,2.0341176470588236,11.105882352941176,2.5058823529411764,7.86218274117647,16.50588235294118,12.094117647058823,15.117647058823529
Virginia,2011,10,0.022596365591397848,0.0327741935483871,10.408602150537634,30.43010752688172,0.3240442043010753,0.4333333333333333,6.118279569892473,4.913978494623656,0.8501940107526882,2.3333333333333335,10.78494623655914,2.6021505376344085,9.162826860215054,18.66021505376344,14.365591397849462,17.129032258064516
Virginia,2012,3,0.03716666666666667,0.037333333333333336,22.333333333333332,34.666666666666664,0.26111100000000004,0.26666666666666666,0.0,3.0,0.6333336666666667,3.3666666666666667,4.666666666666667,4.0,7.211111,13.866666666666667,7.666666666666667,12.666666666666666
Virginia,2012,4,0.03680295555555555,0.04588888888888889,10.7,43.77777777777778,0.21512618888888888,0.28444444444444444,5.2555555555555555,3.0444444444444443,0.7269969444444445,2.7422222222222223,10.833333333333334,3.088888888888889,8.002209466666667,19.744444444444444,12.066666666666666,18.177777777777777
Virginia,2012,5,0.036996835294117646,0.046858823529411765,10.541176470588235,46.588235294117645,0.22887255294117645,0.27647058823529413,3.6588235294117646,2.929411764705882,0.4178475058823529,3.0376470588235294,10.576470588235294,3.611764705882353,6.364483411764706,15.030588235294116,11.858823529411765,13.717647058823529
Virginia,2012,6,0.040849764044943816,0.05342696629213483,10.101123595505618,61.60674157303371,0.2588404719101124,0.31685393258426964,3.808988764044944,3.539325842696629,0.5907372808988763,3.801123595505618,10.179775280898877,4.426966292134831,7.589306539325842,17.551685393258428,10.842696629213483,16.078651685393258
Virginia,2012,7,0.04414098749999999,0.056499999999999995,9.75,66.275,0.232089425,0.26749999999999996,2.925,2.95,0.6139712625,2.70125,10.8625,3.125,6.3935612125,14.27625,11.7375,13.05
Virginia,2012,8,0.036870373626373625,0.05043956043956044,9.989010989010989,52.56043956043956,0.2167106703296703,0.2692307692307692,4.186813186813187,2.989010989010989,0.5563303846153845,2.2637362637362637,11.472527472527473,2.4945054945054945,6.979255197802197,15.743956043956045,11.098901098901099,14.384615384615385
Virginia,2012,9,0.028314372093023257,0.04096511627906977,10.011627906976743,38.36046511627907,0.2399466976744186,0.32093023255813957,5.186046511627907,3.546511627906977,0.5228892093023255,2.2255813953488373,11.209302325581396,2.3255813953488373,7.516032813953489,16.611627906976743,12.662790697674419,15.232558139534884
Virginia,2012,10,0.022734761904761903,0.0324047619047619,9.892857142857142,30.047619047619047,0.28635915476190477,0.37023809523809526,6.309523809523809,4.154761904761905,0.4077422142857143,1.711904761904762,10.166666666666666,1.7738095238095237,8.883743416666666,17.798809523809524,12.738095238095237,16.321428571428573
Virginia,2012,11,0.017882299999999997,0.02696666666666667,9.966666666666667,24.933333333333334,0.36948783333333335,0.5433333333333333,8.6,6.233333333333333,1.0294832333333332,3.0933333333333333,11.866666666666667,3.6,14.112397366666666,26.846666666666668,14.4,24.966666666666665
Virginia,2012,12,0.014825161290322573,0.022387096774193548,10.516129032258064,20.70967741935484,0.3770161935483871,0.5258064516129033,7.193548387096774,6.161290322580645,0.8735995483870969,2.2,11.935483870967742,2.4838709677419355,13.090585838709677,23.967741935483872,11.03225806451613,22.032258064516128
Virginia,2013,1,0.015091064516129028,0.0222258064516129,10.451612903225806,20.548387096774192,0.34323003225806453,0.45806451612903226,6.548387096774194,5.354838709677419,1.0608663548387096,2.7870967741935484,9.193548387096774,3.2580645161290325,13.117827967741936,24.8,12.96774193548387,22.967741935483872
Virginia,2013,2,0.026221214285714285,0.03257142857142857,11.035714285714286,30.071428571428573,0.30252975000000004,0.38571428571428573,5.142857142857143,4.392857142857143,0.7700941071428572,2.0964285714285715,8.464285714285714,2.142857142857143,9.982308678571428,23.142857142857142,10.642857142857142,21.464285714285715
Virginia,2013,3,0.031164323529411765,0.0393235294117647,11.558823529411764,36.64705882352941,0.29816173529411766,0.4117647058823529,7.735294117647059,4.588235294117647,0.7861907352941176,2.364705882352941,10.411764705882353,2.6470588235294117,9.454708205882353,24.43235294117647,11.470588235294118,22.58823529411765
Virginia,2013,4,0.042224950000000004,0.04915833333333333,11.291666666666666,47.65,0.16387084999999998,0.21083333333333334,2.7,2.2333333333333334,0.590997625,2.0275000000000003,10.533333333333333,2.175,6.099680691666666,16.9475,10.241666666666667,15.616666666666667
Virginia,2013,5,0.035725584269662915,0.04412359550561798,10.617977528089888,42.640449438202246,0.23862358426966293,0.2853932584269663,4.606741573033708,3.067415730337079,0.1984572584269663,1.2393258426966292,10.49438202247191,1.2584269662921348,5.528466303370786,13.88426966292135,11.280898876404494,12.696629213483146
Virginia,2013,6,0.032699085365853656,0.04307317073170732,10.28048780487805,41.146341463414636,0.2543868292682927,0.3195121951219512,6.0,3.548780487804878,0.21605679268292685,1.404878048780488,9.524390243902438,1.2926829268292683,5.954198573170732,14.274390243902438,11.475609756097562,13.097560975609756
Virginia,2013,7,0.028622117647058822,0.0392436974789916,9.949579831932773,39.15126050420168,0.29649001680672266,0.35126050420168065,4.8655462184873945,4.042016806722689,0.3822516218487395,2.396638655462185,10.907563025210084,2.672268907563025,4.665490655462185,10.693277310924369,11.428571428571429,9.680672268907562
Virginia,2013,8,0.029267239316239316,0.040393162393162395,10.094017094017094,37.77777777777778,0.3368113162393162,0.41196581196581195,3.923076923076923,4.6581196581196584,0.5126518888888889,1.7923076923076922,9.726495726495726,1.735042735042735,5.886377282051282,11.97948717948718,12.051282051282051,10.905982905982906
Virginia,2013,9,0.029621583333333333,0.042025,9.991666666666667,39.36666666666667,0.19505785,0.2525,5.308333333333334,2.7,0.6209400333333334,1.8883333333333332,9.375,1.8833333333333333,6.588003483333334,14.771666666666667,11.766666666666667,13.516666666666667
Virginia,2013,10,0.02262462601626016,0.03291056910569106,10.691056910569106,30.585365853658537,0.2934481382113821,0.38373983739837403,6.536585365853658,4.349593495934959,0.7615715853658537,1.9642276422764227,9.422764227642276,2.073170731707317,8.43790975609756,16.891056910569105,12.463414634146341,15.487804878048781
Virginia,2013,11,0.01846473333333333,0.0268,10.0,24.733333333333334,0.29968256666666665,0.4166666666666667,6.633333333333334,4.8,0.7105366666666666,1.99,11.1,2.0,10.369431733333332,21.783333333333335,14.133333333333333,20.133333333333333
